 date     , product_id   , purchase , add_to_cart , click , view  
8042025, DQProduk-009 ,135,1504,6231,9752
8042025, DQProduk-019 ,588,6848,25656,28259
9042025, DQProduk-001 ,75,789,3129,4946
9042025, DQProduk-003 ,268,2305,11108,18687
9042025, DQProduk-009 ,61,710,2156,4121
9042025, DQProduk-019 ,52,454,1385,1820
10042025, DQProduk-001 ,21,231,766,1453
10042025, DQProduk-003 ,260,2510,7963,10367
10042025, DQProduk-009 ,43,407,1713,3158
10042025, DQProduk-019 ,282,2482,12451,15560
11042025, DQProduk-001 ,49,455,1702,3285
11042025, DQProduk-003 ,254,2616,12715,24079
11042025, DQProduk-009 ,41,490,2674,3585
11042025, DQProduk-019 ,234,2123,6979,9683
12042025, DQProduk-001 ,78,861,3437,5257
12042025, DQProduk-003 ,193,1769,7090,12341
12042025, DQProduk-009 ,92,1055,6095,6182
12042025, DQProduk-019 ,176,1433,5941,6501
13042025, DQProduk-001 ,71,665,2503,4504
13042025, DQProduk-003 ,237,2072,7290,11265
13042025, DQProduk-009 ,128,1383,4161,6869
13042025, DQProduk-019 ,226,2472,13972,19213
14042025, DQProduk-001 ,159,1848,10444,17062
14042025, DQProduk-003 ,395,4476,19465,31729
14042025, DQProduk-009 ,281,2395,12731,25431
14042025, DQProduk-019 ,462,4099,20366,26703
15042025, DQProduk-001 ,81,961,2986,5342
15042025, DQProduk-003 ,490,5109,27111,36833
15042025, DQProduk-009 ,161,1709,8361,12700
15042025, DQProduk-019 ,224,2282,9856,13615
16042025, DQProduk-001 ,97,994,4185,4661
16042025, DQProduk-003 ,238,2611,12026,21315
16042025, DQProduk-009 ,58,552,1840,3554
16042025, DQProduk-019 ,150,1357,5702,7138
17042025, DQProduk-001 ,35,405,1686,2572
17042025, DQProduk-003 ,122,1052,5340,6813
17042025, DQProduk-009 ,93,797,2395,4343
17042025, DQProduk-019 ,190,1862,8745,9293
18042025, DQProduk-001 ,62,587,2393,3210
18042025, DQProduk-003 ,168,1416,7698,13528
18042025, DQProduk-009 ,42,427,2161,2578
18042025, DQProduk-019 ,127,1269,3957,7177
19042025, DQProduk-001 ,94,813,4282,5502
19042025, DQProduk-003 ,93,1082,4978,6506
19042025, DQProduk-009 ,103,1218,5094,7510
19042025, DQProduk-019 ,125,1128,6358,10693
20042025, DQProduk-001 ,65,653,3405,4523
20042025, DQProduk-003 ,199,2066,8978,16003
20042025, DQProduk-009 ,84,701,2722,3534
20042025, DQProduk-019 ,178,1899,5828,6430
21042025, DQProduk-001 ,44,353,1492,2268
21042025, DQProduk-003 ,485,5093,27598,28141
21042025, DQProduk-009 ,136,1213,4504,7965
21042025, DQProduk-019 ,268,3034,16380,31368
22042025, DQProduk-001 ,177,1793,7963,12299
22042025, DQProduk-003 ,561,6566,32559,43934
22042025, DQProduk-009 ,85,882,3426,6383
22042025, DQProduk-019 ,305,3397,10391,13057
23042025, DQProduk-001 ,16,139,746,1474
23042025, DQProduk-003 ,203,2332,13975,17225
23042025, DQProduk-009 ,113,1265,5346,5584
23042025, DQProduk-019 ,184,1527,5503,7801
24042025, DQProduk-001 ,61,654,3865,3924
24042025, DQProduk-003 ,63,674,3905,5791
24042025, DQProduk-009 ,79,753,2996,4319
24042025, DQProduk-019 ,95,1068,5340,9608
25042025, DQProduk-001 ,72,626,2468,3973
25042025, DQProduk-003 ,109,927,3635,6021
25042025, DQProduk-009 ,110,882,4809,6092
25042025, DQProduk-019 ,182,2026,8209,14970
26042025, DQProduk-001 ,55,527,2355,2933
26042025, DQProduk-003 ,184,1739,6274,8202
26042025, DQProduk-009 ,186,1849,6586,6606
26042025, DQProduk-019 ,149,1666,9535,13669
27042025, DQProduk-001 ,157,1282,4826,6125
27042025, DQProduk-003 ,222,2117,10104,12361
27042025, DQProduk-009 ,101,851,3457,4781
27042025, DQProduk-019 ,384,4017,21757,35883
28042025, DQProduk-001 ,136,1468,8196,9523
28042025, DQProduk-003 ,273,2872,16469,31861
28042025, DQProduk-009 ,111,994,4652,5982
28042025, DQProduk-019 ,395,3304,15425,20937
29042025, DQProduk-001 ,130,1087,4780,8435
29042025, DQProduk-003 ,343,4094,19338,33149
29042025, DQProduk-009 ,178,1968,9785,16016
29042025, DQProduk-019 ,407,4867,26672,37096
30042025, DQProduk-001 ,183,2142,9329,12933
30042025, DQProduk-003 ,492,5115,21185,37899
30042025, DQProduk-009 ,315,3743,20954,25645
30042025, DQProduk-019 ,998,10239,35756,57938
1052025, DQProduk-001 ,95,959,3149,4447
1052025, DQProduk-003 ,224,2534,9207,9815
1052025, DQProduk-009 ,86,779,4521,6489
1052025, DQProduk-019 ,415,3538,18902,36575
2052025, DQProduk-001 ,29,273,940,1514
2052025, DQProduk-003 ,137,1393,7727,8080
2052025, DQProduk-009 ,88,945,5391,6650
2052025, DQProduk-019 ,187,2160,9446,14670
3052025, DQProduk-001 ,33,331,1289,1987
3052025, DQProduk-003 ,175,1620,7029,12757
3052025, DQProduk-009 ,154,1819,6029,9603
3052025, DQProduk-019 ,193,2120,9806,19328
4052025, DQProduk-001 ,110,1237,4084,8087
4052025, DQProduk-003 ,265,3155,15515,23903
4052025, DQProduk-009 ,42,376,1219,2121
4052025, DQProduk-019 ,189,1684,6520,11938
5052025, DQProduk-001 ,147,1475,8751,9666
5052025, DQProduk-003 ,407,3479,16618,27412
5052025, DQProduk-009 ,80,675,2310,2584
5052025, DQProduk-019 ,159,1562,6133,6939
6052025, DQProduk-001 ,129,1375,4546,5177
6052025, DQProduk-003 ,402,3620,14616,27263
6052025, DQProduk-009 ,132,1438,4317,5010
6052025, DQProduk-019 ,333,2937,14447,28408
7052025, DQProduk-001 ,41,398,1402,2580
7052025, DQProduk-003 ,198,2185,7165,14318
7052025, DQProduk-009 ,65,536,2430,4154
7052025, DQProduk-019 ,99,971,5713,6635
8052025, DQProduk-001 ,43,409,2392,3405
8052025, DQProduk-003 ,137,1624,6697,7319
8052025, DQProduk-009 ,68,774,3374,4904
8052025, DQProduk-019 ,96,1089,3693,3728
9052025, DQProduk-001 ,76,702,3377,4225
9052025, DQProduk-003 ,197,2092,9838,14536
9052025, DQProduk-009 ,83,788,2818,4985
9052025, DQProduk-019 ,230,2249,8622,12549
10052025, DQProduk-001 ,39,319,1635,2388
10052025, DQProduk-003 ,239,2001,9027,11657
10052025, DQProduk-009 ,166,1985,10351,19205
10052025, DQProduk-019 ,149,1222,5259,10471
11052025, DQProduk-001 ,106,1245,6541,8259
11052025, DQProduk-003 ,162,1870,10043,11693
11052025, DQProduk-009 ,33,289,1503,2729
11052025, DQProduk-019 ,188,1529,5977,8436
12052025, DQProduk-001 ,74,638,3768,5898
12052025, DQProduk-003 ,263,3114,13564,24952
12052025, DQProduk-009 ,243,1970,10366,16207
12052025, DQProduk-019 ,168,1440,7289,9968
13052025, DQProduk-001 ,78,685,3939,6485
13052025, DQProduk-003 ,343,3017,18001,32392
13052025, DQProduk-009 ,201,1652,6588,8887
13052025, DQProduk-019 ,325,3523,14685,28042
14052025, DQProduk-001 ,159,1699,9515,17419
14052025, DQProduk-003 ,105,969,4305,7925
14052025, DQProduk-009 ,176,2013,6100,11125
14052025, DQProduk-019 ,271,3063,16013,27843
15052025, DQProduk-001 ,45,437,1396,1679
15052025, DQProduk-003 ,183,1826,10376,19079
15052025, DQProduk-009 ,48,527,1693,1881
15052025, DQProduk-019 ,305,2464,9801,14591
16052025, DQProduk-001 ,38,386,1928,2103
16052025, DQProduk-003 ,63,682,3741,4600
16052025, DQProduk-009 ,93,1059,5904,8429
16052025, DQProduk-019 ,215,1787,5880,7943
17052025, DQProduk-001 ,65,611,3269,5236
17052025, DQProduk-003 ,27,273,1337,1602
17052025, DQProduk-009 ,117,1143,3525,4309
17052025, DQProduk-019 ,345,4022,20398,21633
18052025, DQProduk-001 ,227,1833,7592,14167
18052025, DQProduk-003 ,124,999,4508,6596
18052025, DQProduk-009 ,105,938,4340,5817
18052025, DQProduk-019 ,179,1575,4793,9562
19052025, DQProduk-001 ,185,2158,7770,15276
19052025, DQProduk-003 ,282,2519,9052,12103
19052025, DQProduk-009 ,95,827,3983,4367
19052025, DQProduk-019 ,357,3352,17417,21575
20052025, DQProduk-001 ,99,910,5222,10355
20052025, DQProduk-003 ,334,2941,10586,18370
20052025, DQProduk-009 ,304,3565,20871,32178
20052025, DQProduk-019 ,287,3226,14789,19986
21052025, DQProduk-001 ,104,1151,4218,6316
21052025, DQProduk-003 ,156,1475,6343,12336
21052025, DQProduk-009 ,70,596,2203,4374
21052025, DQProduk-019 ,228,2298,7727,14578
22052025, DQProduk-001 ,37,297,1210,2310
22052025, DQProduk-003 ,113,1039,4122,5345
22052025, DQProduk-009 ,55,622,2517,4396
22052025, DQProduk-019 ,221,2216,11540,14640
23052025, DQProduk-001 ,82,697,3334,3614
23052025, DQProduk-003 ,182,1797,7411,13396
23052025, DQProduk-009 ,38,411,2409,3745
23052025, DQProduk-019 ,153,1694,8534,15104
24052025, DQProduk-001 ,51,575,2634,4901
24052025, DQProduk-003 ,193,2261,7968,14541
24052025, DQProduk-009 ,122,1446,5421,6520
24052025, DQProduk-019 ,202,1644,5892,10243
25052025, DQProduk-001 ,115,1009,3880,5658
25052025, DQProduk-003 ,361,3160,13934,20115
25052025, DQProduk-009 ,165,1808,8178,15973
25052025, DQProduk-019 ,318,3035,13544,19045
26052025, DQProduk-001 ,69,722,3617,4242
26052025, DQProduk-003 ,323,2591,13503,23307
26052025, DQProduk-009 ,190,2221,8051,10558
26052025, DQProduk-019 ,354,2901,9871,19260
27052025, DQProduk-001 ,111,1288,6384,12319
27052025, DQProduk-003 ,292,2620,8441,12696
27052025, DQProduk-009 ,139,1242,6407,7308
27052025, DQProduk-019 ,287,2324,7134,13812
28052025, DQProduk-001 ,58,572,3291,3379
28052025, DQProduk-003 ,89,904,3456,5920
28052025, DQProduk-009 ,63,614,2744,3222
28052025, DQProduk-019 ,166,1488,8899,9165
29052025, DQProduk-001 ,70,743,2827,5273
29052025, DQProduk-003 ,78,873,4844,6600
29052025, DQProduk-009 ,89,886,3310,5208
29052025, DQProduk-019 ,165,1658,7322,9072
30052025, DQProduk-001 ,112,945,5000,9464
30052025, DQProduk-003 ,139,1550,7977,10189
30052025, DQProduk-009 ,71,816,3724,6631
30052025, DQProduk-019 ,171,1458,4693,5480
31052025, DQProduk-001 ,53,509,1894,3069
31052025, DQProduk-003 ,163,1915,6371,9066
31052025, DQProduk-009 ,106,1214,3921,4620
31052025, DQProduk-019 ,260,2474,13623,21225
1062025, DQProduk-001 ,186,1603,8971,15677
1062025, DQProduk-003 ,192,2178,11836,18772
1062025, DQProduk-009 ,88,920,3540,6548
1062025, DQProduk-019 ,277,2314,7541,8282
2062025, DQProduk-001 ,157,1365,7235,9393
2062025, DQProduk-003 ,456,4706,15807,28958
2062025, DQProduk-009 ,142,1667,8930,17503
2062025, DQProduk-019 ,273,2991,13226,25001
3062025, DQProduk-001 ,298,3137,11751,22697
3062025, DQProduk-003 ,329,3661,11370,12208
3062025, DQProduk-009 ,217,1889,8386,13229
3062025, DQProduk-019 ,284,2766,10917,12011
4062025, DQProduk-001 ,113,1285,6307,11725
4062025, DQProduk-003 ,96,1002,5499,7372
4062025, DQProduk-009 ,77,904,3381,4078
4062025, DQProduk-019 ,159,1351,6344,9406
5062025, DQProduk-001 ,74,644,3694,4086
5062025, DQProduk-003 ,128,1193,3797,5454
5062025, DQProduk-009 ,102,1170,4856,7578
5062025, DQProduk-019 ,204,1644,7231,10610
6062025, DQProduk-001 ,15,162,487,549
6062025, DQProduk-003 ,123,1336,5203,7580
6062025, DQProduk-009 ,45,417,2291,3657
6062025, DQProduk-019 ,127,1291,6100,6302
7062025, DQProduk-001 ,64,649,2856,4766
7062025, DQProduk-003 ,68,628,3046,5420
7062025, DQProduk-009 ,123,1079,5434,9509
7062025, DQProduk-019 ,154,1294,5647,8878
8062025, DQProduk-001 ,75,814,4850,8770
8062025, DQProduk-003 ,212,1847,9794,14429
8062025, DQProduk-009 ,178,1948,6607,6803
8062025, DQProduk-019 ,243,2458,11059,13788
9062025, DQProduk-001 ,162,1696,9958,17578
9062025, DQProduk-003 ,147,1637,9667,10900
9062025, DQProduk-009 ,170,1758,7353,14270
9062025, DQProduk-019 ,278,2426,11927,22005
10062025, DQProduk-001 ,127,1238,3714,7192
10062025, DQProduk-003 ,356,3375,19037,19053
10062025, DQProduk-009 ,74,875,2640,5195
10062025, DQProduk-019 ,261,2760,9146,10507
11062025, DQProduk-001 ,51,586,1858,2760
11062025, DQProduk-003 ,59,575,2001,3479
11062025, DQProduk-009 ,70,618,3622,3912
11062025, DQProduk-019 ,208,2288,8337,15051
12062025, DQProduk-001 ,58,660,3255,5849
12062025, DQProduk-003 ,129,1306,4746,7750
12062025, DQProduk-009 ,67,707,3235,4400
12062025, DQProduk-019 ,123,1348,7277,12530
13062025, DQProduk-001 ,56,631,2058,2285
13062025, DQProduk-003 ,122,1255,4196,7326
13062025, DQProduk-009 ,164,1472,7469,14782
13062025, DQProduk-019 ,239,2431,9780,11369
14062025, DQProduk-001 ,55,647,3463,5367
14062025, DQProduk-003 ,199,2319,8100,13242
14062025, DQProduk-009 ,77,863,4729,7743
14062025, DQProduk-019 ,210,2260,8272,10356
15062025, DQProduk-001 ,191,1851,9670,11353
15062025, DQProduk-003 ,414,4009,19889,23621
15062025, DQProduk-009 ,61,636,2612,4455
15062025, DQProduk-019 ,259,2888,12593,17405
16062025, DQProduk-001 ,56,499,2483,4326
16062025, DQProduk-003 ,458,4286,25403,38811
16062025, DQProduk-009 ,274,2879,16685,19460
16062025, DQProduk-019 ,284,3358,18025,31597
17062025, DQProduk-001 ,192,2294,12214,22546
17062025, DQProduk-003 ,544,4688,22293,43176
17062025, DQProduk-009 ,142,1457,5536,10155
17062025, DQProduk-019 ,278,3236,11300,19306
18062025, DQProduk-001 ,124,1146,4370,4745
18062025, DQProduk-003 ,104,1130,5159,8601
18062025, DQProduk-009 ,103,932,3525,6662
18062025, DQProduk-019 ,228,2437,8729,16298
19062025, DQProduk-001 ,38,338,1259,2143
19062025, DQProduk-003 ,115,1129,5819,9064
19062025, DQProduk-009 ,55,448,1739,2251
19062025, DQProduk-019 ,145,1268,6357,8528
20062025, DQProduk-001 ,141,1393,5717,9211
20062025, DQProduk-003 ,134,1394,5850,10547
20062025, DQProduk-009 ,86,967,4168,7700
20062025, DQProduk-019 ,88,743,3735,4538
21062025, DQProduk-001 ,90,856,5044,6549
21062025, DQProduk-003 ,250,2895,11344,17149
21062025, DQProduk-009 ,119,1195,7070,12607
21062025, DQProduk-019 ,289,3366,12801,17609
22062025, DQProduk-001 ,119,1136,5471,8120
22062025, DQProduk-003 ,144,1661,6567,8835
22062025, DQProduk-009 ,58,584,2826,5407
22062025, DQProduk-019 ,278,2601,9169,11656
23062025, DQProduk-001 ,110,1016,4770,8186
23062025, DQProduk-003 ,138,1281,4736,7146
23062025, DQProduk-009 ,168,1851,6091,6184
23062025, DQProduk-019 ,281,3107,13601,20611
24062025, DQProduk-001 ,108,888,4045,7605
24062025, DQProduk-003 ,310,2825,12892,21910
24062025, DQProduk-009 ,177,1793,5608,7702
24062025, DQProduk-019 ,211,2331,12903,20008
25062025, DQProduk-001 ,91,805,4711,6011
25062025, DQProduk-003 ,248,2621,14427,15292
25062025, DQProduk-009 ,241,2499,12679,15331
25062025, DQProduk-019 ,236,2496,11982,18753
26062025, DQProduk-001 ,58,675,2355,4278
26062025, DQProduk-003 ,128,1428,4978,8502
26062025, DQProduk-009 ,56,668,2850,4847
26062025, DQProduk-019 ,155,1462,4744,6326
27062025, DQProduk-001 ,130,1387,5135,5238
27062025, DQProduk-003 ,207,1897,8347,11695
27062025, DQProduk-009 ,111,1015,3687,5696
27062025, DQProduk-019 ,185,1647,7167,7682
28062025, DQProduk-001 ,71,806,2582,5107
28062025, DQProduk-003 ,205,1930,7703,10596
28062025, DQProduk-009 ,196,1730,5287,9412
28062025, DQProduk-019 ,183,1565,7019,13418
29062025, DQProduk-001 ,60,562,3068,5794
29062025, DQProduk-003 ,263,2491,9233,10089
29062025, DQProduk-009 ,75,638,2416,3774
29062025, DQProduk-019 ,192,1874,7576,9825
30062025, DQProduk-001 ,141,1182,6667,12186
30062025, DQProduk-003 ,247,2520,9928,13864
30062025, DQProduk-009 ,274,3260,11657,21602
30062025, DQProduk-019 ,109,1239,7006,12729
1072025, DQProduk-001 ,67,709,3248,5615
1072025, DQProduk-003 ,180,1619,4947,6615
1072025, DQProduk-009 ,158,1340,4398,5362
1072025, DQProduk-019 ,320,2740,16354,18105
2072025, DQProduk-001 ,16,186,746,922
2072025, DQProduk-003 ,167,1826,8473,15404
2072025, DQProduk-009 ,156,1597,8747,13392
2072025, DQProduk-019 ,182,1828,10056,19555
3072025, DQProduk-001 ,31,334,1673,2260
3072025, DQProduk-003 ,138,1463,4892,7229
3072025, DQProduk-009 ,107,1194,5625,8009
3072025, DQProduk-019 ,148,1386,7046,11489
4072025, DQProduk-001 ,26,241,1072,1276
4072025, DQProduk-003 ,87,919,3401,4965
4072025, DQProduk-009 ,168,1984,9136,18221
4072025, DQProduk-019 ,212,2426,14538,15951
5072025, DQProduk-001 ,44,383,2055,2985
5072025, DQProduk-003 ,233,2184,7080,11495
5072025, DQProduk-009 ,56,605,3450,5741
5072025, DQProduk-019 ,203,1730,6039,8051
6072025, DQProduk-001 ,42,499,1926,2007
6072025, DQProduk-003 ,237,2493,10583,18295
6072025, DQProduk-009 ,191,1932,8065,12082
6072025, DQProduk-019 ,139,1254,5018,5416
7072025, DQProduk-001 ,94,925,2967,5860
7072025, DQProduk-003 ,162,1861,7286,9034
7072025, DQProduk-009 ,172,1701,5613,7547
7072025, DQProduk-019 ,281,2802,12193,15071
8072025, DQProduk-001 ,52,474,1923,2884
8072025, DQProduk-003 ,172,1850,10004,11750
8072025, DQProduk-009 ,124,1345,6261,7678
8072025, DQProduk-019 ,238,2212,7105,9071
9072025, DQProduk-001 ,79,715,3047,4411
9072025, DQProduk-003 ,120,1004,3433,3559
9072025, DQProduk-009 ,136,1324,7540,13381
9072025, DQProduk-019 ,228,2485,10306,19605
10072025, DQProduk-001 ,20,213,980,1880
10072025, DQProduk-003 ,158,1719,8684,15026
10072025, DQProduk-009 ,69,714,2185,2267
10072025, DQProduk-019 ,112,1141,4018,7097
11072025, DQProduk-001 ,39,372,1896,2547
11072025, DQProduk-003 ,72,815,3415,5042
11072025, DQProduk-009 ,174,1491,7039,11374
11072025, DQProduk-019 ,108,1050,4803,5627
12072025, DQProduk-001 ,13,155,801,1184
12072025, DQProduk-003 ,125,1449,6055,7741
12072025, DQProduk-009 ,128,1197,6490,11260
12072025, DQProduk-019 ,210,1790,6027,10426
13072025, DQProduk-001 ,31,333,1662,2638
13072025, DQProduk-003 ,251,2685,12996,20308
13072025, DQProduk-009 ,59,487,2651,3625
13072025, DQProduk-019 ,211,2400,13059,14767
14072025, DQProduk-001 ,17,161,725,1296
14072025, DQProduk-003 ,234,2412,9538,11499
14072025, DQProduk-009 ,141,1368,4197,6213
14072025, DQProduk-019 ,156,1408,6951,9673
15072025, DQProduk-001 ,19,160,697,908
15072025, DQProduk-003 ,287,2975,13910,16676
15072025, DQProduk-009 ,240,2517,8128,11643
15072025, DQProduk-019 ,259,2546,9838,13638
16072025, DQProduk-001 ,3,34,194,253
16072025, DQProduk-003 ,150,1491,7522,11300
16072025, DQProduk-009 ,117,1365,6310,6877
16072025, DQProduk-019 ,160,1448,7632,11715
17072025, DQProduk-001 ,5,57,220,263
17072025, DQProduk-003 ,119,1165,6757,9176
17072025, DQProduk-009 ,62,659,3622,3650
17072025, DQProduk-019 ,207,2385,13725,16216
18072025, DQProduk-001 ,61,672,3335,6097
18072025, DQProduk-003 ,108,1041,5172,7195
18072025, DQProduk-009 ,209,1922,8139,10127
18072025, DQProduk-019 ,148,1556,7043,9512
19072025, DQProduk-001 ,45,393,1504,1854
19072025, DQProduk-003 ,164,1532,5450,6833
19072025, DQProduk-009 ,83,756,4394,7473
19072025, DQProduk-019 ,246,2755,12067,21429
20072025, DQProduk-001 ,59,698,3876,4191
20072025, DQProduk-003 ,173,1716,5606,7518
20072025, DQProduk-009 ,262,2100,10324,16480
20072025, DQProduk-019 ,190,1647,8790,16037
21072025, DQProduk-001 ,51,588,2634,2658
21072025, DQProduk-003 ,294,3049,9513,15145
21072025, DQProduk-009 ,135,1402,5653,8337
21072025, DQProduk-019 ,198,1619,6587,10141
22072025, DQProduk-001 ,76,660,3185,4284
22072025, DQProduk-003 ,398,4741,21557,40256
22072025, DQProduk-009 ,114,1106,4633,8242
22072025, DQProduk-019 ,219,2548,14953,21887
23072025, DQProduk-001 ,87,932,4635,9238
23072025, DQProduk-003 ,180,2039,7712,15309
23072025, DQProduk-009 ,74,724,3612,5990
23072025, DQProduk-019 ,210,2283,9609,14662
24072025, DQProduk-001 ,58,478,1668,2795
24072025, DQProduk-003 ,90,1007,4873,5288
24072025, DQProduk-009 ,38,347,1121,1681
24072025, DQProduk-019 ,94,975,3442,4893
25072025, DQProduk-001 ,74,859,3486,5702
25072025, DQProduk-003 ,103,1044,5519,9299
25072025, DQProduk-009 ,56,478,2796,4772
25072025, DQProduk-019 ,76,615,2721,3986
26072025, DQProduk-001 ,10,108,601,990
26072025, DQProduk-003 ,133,1203,3852,7263
26072025, DQProduk-009 ,164,1715,9027,17956
26072025, DQProduk-019 ,75,645,2175,4260
27072025, DQProduk-001 ,116,939,5400,8249
27072025, DQProduk-003 ,162,1419,5113,9405
27072025, DQProduk-009 ,100,1069,3556,4201
27072025, DQProduk-019 ,186,1681,9561,12578
28072025, DQProduk-001 ,88,963,2935,4743
28072025, DQProduk-003 ,223,1947,11398,20307
28072025, DQProduk-009 ,177,2008,10502,18509
28072025, DQProduk-019 ,158,1836,8450,16819
29072025, DQProduk-001 ,97,1090,4304,8311
29072025, DQProduk-003 ,146,1562,6207,10104
29072025, DQProduk-009 ,209,2479,9858,18338
29072025, DQProduk-019 ,283,2321,13242,23494
30072025, DQProduk-001 ,40,446,1948,2876
30072025, DQProduk-003 ,164,1427,8259,15431
30072025, DQProduk-009 ,112,969,5033,7615
30072025, DQProduk-019 ,227,2178,8710,12701
31072025, DQProduk-001 ,68,780,3795,5253
31072025, DQProduk-003 ,150,1672,6636,9960
31072025, DQProduk-009 ,180,1762,7759,15278
31072025, DQProduk-019 ,121,1287,5380,7055
1082025, DQProduk-001 ,71,757,3593,4055
1082025, DQProduk-003 ,99,923,2841,4957
1082025, DQProduk-009 ,66,751,3639,4172
1082025, DQProduk-019 ,178,2070,6562,9494
2082025, DQProduk-001 ,53,460,2107,3653
2082025, DQProduk-003 ,245,2634,8210,12752
2082025, DQProduk-009 ,82,715,2226,4341
2082025, DQProduk-019 ,56,537,3072,5524
3082025, DQProduk-001 ,47,440,1458,1717
3082025, DQProduk-003 ,127,1520,7977,15094
3082025, DQProduk-009 ,96,903,3369,4554
3082025, DQProduk-019 ,134,1265,7456,8108
4082025, DQProduk-001 ,76,661,2394,2482
4082025, DQProduk-003 ,237,2228,10936,21790
4082025, DQProduk-009 ,80,903,5070,8502
4082025, DQProduk-019 ,238,2856,9950,12029
5082025, DQProduk-001 ,29,241,1001,1627
5082025, DQProduk-003 ,178,1518,4874,8769
5082025, DQProduk-009 ,120,1194,5599,5960
5082025, DQProduk-019 ,224,2404,10793,20798
6082025, DQProduk-001 ,55,497,2274,2469
6082025, DQProduk-003 ,84,755,4330,8232
6082025, DQProduk-009 ,167,1623,7760,10886
6082025, DQProduk-019 ,182,1531,6608,10466
7082025, DQProduk-001 ,3,32,184,280
7082025, DQProduk-003 ,62,541,1897,2354
7082025, DQProduk-009 ,126,1118,4236,7071
7082025, DQProduk-019 ,61,545,2203,3245
8082025, DQProduk-001 ,31,250,1355,2009
8082025, DQProduk-003 ,198,1758,10053,19909
8082025, DQProduk-009 ,37,363,2175,2658
8082025, DQProduk-019 ,117,1213,4943,8778
9082025, DQProduk-001 ,33,369,1529,3049
9082025, DQProduk-003 ,35,406,1777,3372
9082025, DQProduk-009 ,66,667,3021,4037
9082025, DQProduk-019 ,101,834,4705,9122
10082025, DQProduk-001 ,61,713,2353,2750
10082025, DQProduk-003 ,139,1401,5136,9769
10082025, DQProduk-009 ,126,1371,7244,13154
10082025, DQProduk-019 ,94,867,4017,7588
11082025, DQProduk-001 ,113,967,4290,4880
11082025, DQProduk-003 ,63,632,2564,2986
11082025, DQProduk-009 ,69,571,3223,6345
11082025, DQProduk-019 ,317,3090,18135,23253
12082025, DQProduk-001 ,41,437,1679,2417
12082025, DQProduk-003 ,330,2869,13766,23602
12082025, DQProduk-009 ,167,1961,8378,14452
12082025, DQProduk-019 ,91,1016,3220,3804
13082025, DQProduk-001 ,36,307,1456,1647
13082025, DQProduk-003 ,57,627,3186,6252
13082025, DQProduk-009 ,181,2108,8594,15585
13082025, DQProduk-019 ,46,510,2313,3907
14082025, DQProduk-001 ,68,552,3028,4938
14082025, DQProduk-003 ,186,1524,6735,8388
14082025, DQProduk-009 ,98,882,3058,3302
14082025, DQProduk-019 ,75,870,3239,4252
15082025, DQProduk-001 ,32,269,872,1098
15082025, DQProduk-003 ,139,1196,5311,7475
15082025, DQProduk-009 ,86,899,4208,5536
15082025, DQProduk-019 ,147,1218,5335,6927
16082025, DQProduk-001 ,28,234,832,954
16082025, DQProduk-003 ,159,1320,5925,9075
16082025, DQProduk-009 ,61,532,1766,2065
16082025, DQProduk-019 ,174,1869,6344,10053
17082025, DQProduk-001 ,38,440,1811,3156
17082025, DQProduk-003 ,135,1354,8042,15912
17082025, DQProduk-009 ,113,1178,5932,6212
17082025, DQProduk-019 ,159,1579,5909,10319
18082025, DQProduk-001 ,57,593,3002,3506
18082025, DQProduk-003 ,107,1118,4225,6708
18082025, DQProduk-009 ,149,1217,5275,10401
18082025, DQProduk-019 ,214,2164,11042,11809
19082025, DQProduk-001 ,52,584,3240,5801
19082025, DQProduk-003 ,179,1896,10333,11441
19082025, DQProduk-009 ,105,1103,3901,6156
19082025, DQProduk-019 ,153,1579,7887,8493
20082025, DQProduk-001 ,59,605,2049,2628
20082025, DQProduk-003 ,52,486,1663,3050
20082025, DQProduk-009 ,60,639,2240,4229
20082025, DQProduk-019 ,56,651,2024,3938
21082025, DQProduk-001 ,54,470,2283,2640
21082025, DQProduk-003 ,55,627,2865,3409
21082025, DQProduk-009 ,18,151,551,945
21082025, DQProduk-019 ,51,446,1837,2892
22082025, DQProduk-001 ,5,51,196,302
22082025, DQProduk-003 ,75,846,3782,4869
22082025, DQProduk-009 ,65,756,4481,6724
22082025, DQProduk-019 ,91,974,5134,9145
23082025, DQProduk-001 ,119,1062,4627,5995
23082025, DQProduk-003 ,109,1060,4342,4815
23082025, DQProduk-009 ,14,113,616,637
23082025, DQProduk-019 ,51,434,1461,1886
24082025, DQProduk-001 ,43,438,1318,1614
24082025, DQProduk-003 ,59,624,2291,4528
24082025, DQProduk-009 ,111,1089,3483,3901
24082025, DQProduk-019 ,91,799,3210,5838
25082025, DQProduk-001 ,47,414,1860,3118
25082025, DQProduk-003 ,109,1050,3829,5533
25082025, DQProduk-009 ,113,1305,7315,12212
25082025, DQProduk-019 ,116,994,3174,6080
26082025, DQProduk-001 ,50,400,1220,2156
26082025, DQProduk-003 ,155,1675,6311,7182
26082025, DQProduk-009 ,150,1757,9859,17515
26082025, DQProduk-019 ,266,2446,12857,20946
27082025, DQProduk-001 ,31,324,1494,2912
27082025, DQProduk-003 ,80,927,3937,7510
27082025, DQProduk-009 ,39,382,2015,2763
27082025, DQProduk-019 ,146,1708,6770,11840
28082025, DQProduk-001 ,12,132,519,823
28082025, DQProduk-003 ,49,399,2358,4438
28082025, DQProduk-009 ,38,398,1345,2052
